Category	Subcategory	Subsystem	Role	Features
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	NAD synthetase (EC 6.3.1.5)	fig|1351.508.peg.1162
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Ribosyl nicotinamide transporter, PnuC-like	fig|1351.508.peg.2615
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	fig|1351.508.peg.2062
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Nicotinamidase (EC 3.5.1.19)	fig|1351.508.peg.1600
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	GTP cyclohydrolase I (EC 3.5.4.16) type 1	fig|1351.508.peg.1654
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	Cell division protein FtsH (EC 3.4.24.-)	fig|1351.508.peg.2039
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	Dihydropteroate synthase (EC 2.5.1.15)	fig|1351.508.peg.1652
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	Dihydroneopterin aldolase (EC 4.1.2.25)	fig|1351.508.peg.1656
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	fig|1351.508.peg.1655
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)	fig|1351.508.peg.2037
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	fig|1351.508.peg.2038
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Folylpolyglutamate synthase (EC 6.3.2.17)	fig|1351.508.peg.1310
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Substrate-specific component FolT of folate ECF transporter	fig|1351.508.peg.2425
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Dihydropteroate synthase (EC 2.5.1.15)	fig|1351.508.peg.1652
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	fig|1351.508.peg.2085
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Dihydrofolate reductase (EC 1.5.1.3)	fig|1351.508.peg.420, fig|1351.508.peg.2850
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Dihydrofolate synthase (EC 6.3.2.12)	fig|1351.508.peg.1310
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	GTP cyclohydrolase I (EC 3.5.4.16) type 1	fig|1351.508.peg.1654
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Thymidylate synthase (EC 2.1.1.45)	fig|1351.508.peg.419
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	fig|1351.508.peg.1655
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Dihydroneopterin aldolase (EC 4.1.2.25)	fig|1351.508.peg.1656
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	fig|1351.508.peg.70
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Alcohol dehydrogenase (EC 1.1.1.1)	fig|1351.508.peg.477, fig|1351.508.peg.1130, fig|1351.508.peg.2465
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Substrate-specific component ThiW of predicted thiazole ECF transporter	fig|1351.508.peg.2098
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	fig|1351.508.peg.564
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	fig|1351.508.peg.2085
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Dihydrofolate reductase (EC 1.5.1.3)	fig|1351.508.peg.420, fig|1351.508.peg.2850
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Serine hydroxymethyltransferase (EC 2.1.2.1)	fig|1351.508.peg.1224
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	fig|1351.508.peg.2387
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	fig|1351.508.peg.618
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Phosphomethylpyrimidine kinase (EC 2.7.4.7)	fig|1351.508.peg.2101
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	fig|1351.508.peg.617
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	fig|1351.508.peg.2100
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	fig|1351.508.peg.269
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Hydroxyethylthiazole kinase (EC 2.7.1.50)	fig|1351.508.peg.2099
Cofactors, Vitamins, Prosthetic Groups, Pigments	Lipoic acid	Lipoic acid metabolism	Lipoate-protein ligase A	fig|1351.508.peg.75, fig|1351.508.peg.2133
Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	2-dehydropantoate 2-reductase (EC 1.1.1.169)	fig|1351.508.peg.495, fig|1351.508.peg.971
Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	fig|1351.508.peg.977
Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	fig|1351.508.peg.1129
Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	fig|1351.508.peg.1128
Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Pantothenate kinase (EC 2.7.1.33)	fig|1351.508.peg.1950
Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Dephospho-CoA kinase (EC 2.7.1.24)	fig|1351.508.peg.2485
Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Substrate-specific component PanT of predicted pantothenate ECF transporter	fig|1351.508.peg.1127
Cell Wall and Capsule	Capsular and extracellular polysacchrides	dTDP-rhamnose synthesis	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	fig|1351.508.peg.824
Cell Wall and Capsule	Capsular and extracellular polysacchrides	dTDP-rhamnose synthesis	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	fig|1351.508.peg.809, fig|1351.508.peg.825
Cell Wall and Capsule	Capsular and extracellular polysacchrides	dTDP-rhamnose synthesis	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)	fig|1351.508.peg.826
Cell Wall and Capsule	Capsular and extracellular polysacchrides	dTDP-rhamnose synthesis	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	fig|1351.508.peg.827
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Polysaccharide deacetylases	Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-)	fig|1351.508.peg.664
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	UDP-glucose 4-epimerase (EC 5.1.3.2)	fig|1351.508.peg.803, fig|1351.508.peg.2093
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	fig|1351.508.peg.824
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	Alpha-L-Rha alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)	fig|1351.508.peg.828
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)	fig|1351.508.peg.819, fig|1351.508.peg.1251
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	fig|1351.508.peg.809, fig|1351.508.peg.825
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)	fig|1351.508.peg.826
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)	fig|1351.508.peg.106
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Rhamnose containing glycans	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	fig|1351.508.peg.827
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	PTS system, N-acetylglucosamine-specific IIA component (EC 2.7.1.69)	fig|1351.508.peg.356, fig|1351.508.peg.1850, fig|1351.508.peg.1851
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	PTS system, mannose-specific IIB component (EC 2.7.1.69)	fig|1351.508.peg.642, fig|1351.508.peg.716, fig|1351.508.peg.1548, fig|1351.508.peg.1740, fig|1351.508.peg.1741, fig|1351.508.peg.2747
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	fig|1351.508.peg.1776
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	Sialidase (EC 3.2.1.18)	fig|1351.508.peg.1890, fig|1351.508.peg.1891
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	PTS system, mannose-specific IIA component (EC 2.7.1.69)	fig|1351.508.peg.1548, fig|1351.508.peg.1741
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	fig|1351.508.peg.1300
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	fig|1351.508.peg.240, fig|1351.508.peg.1454
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	fig|1351.508.peg.712, fig|1351.508.peg.713, fig|1351.508.peg.788
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	fig|1351.508.peg.2738, fig|1351.508.peg.2753
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	PTS system, mannose-specific IIC component (EC 2.7.1.69)	fig|1351.508.peg.715, fig|1351.508.peg.1619
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69)	fig|1351.508.peg.356, fig|1351.508.peg.1850, fig|1351.508.peg.1851
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)	fig|1351.508.peg.1787, fig|1351.508.peg.1849
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	N-acetylmannosamine kinase (EC 2.7.1.60)	fig|1351.508.peg.678
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)	fig|1351.508.peg.356, fig|1351.508.peg.1850, fig|1351.508.peg.1851
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	Phosphoglucosamine mutase (EC 5.4.2.10)	fig|1351.508.peg.792, fig|1351.508.peg.951, fig|1351.508.peg.2674
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23)	fig|1351.508.peg.1776
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic Acid Metabolism	Sialic acid utilization regulator, RpiR family	fig|1351.508.peg.960, fig|1351.508.peg.1848, fig|1351.508.peg.2746
Cell Wall and Capsule	Cell Wall and Capsule - no subcategory	Murein Hydrolases	Membrane-bound lytic murein transglycosylase D precursor (EC 3.2.1.-)	fig|1351.508.peg.427, fig|1351.508.peg.2553
Cell Wall and Capsule	Cell Wall and Capsule - no subcategory	Murein Hydrolases	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	fig|1351.508.peg.27, fig|1351.508.peg.215, fig|1351.508.peg.901
Cell Wall and Capsule	Cell Wall and Capsule - no subcategory	Murein Hydrolases	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	fig|1351.508.peg.1541
Cell Wall and Capsule	Cell Wall and Capsule - no subcategory	Peptidoglycan Biosynthesis	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	fig|1351.508.peg.2373
Cell Wall and Capsule	Cell Wall and Capsule - no subcategory	Peptidoglycan Biosynthesis	Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	fig|1351.508.peg.1776
Cell Wall and Capsule	Cell Wall and Capsule - no subcategory	Peptidoglycan Biosynthesis	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	fig|1351.508.peg.2372
Cell Wall and Capsule	Cell Wall and Capsule - no subcategory	Peptidoglycan Biosynthesis	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	fig|1351.508.peg.1541
Cell Wall and Capsule	Cell Wall and Capsule - no subcategory	Peptidoglycan Biosynthesis	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	fig|1351.508.peg.1001, fig|1351.508.peg.2076, fig|1351.508.peg.2375
Cell Wall and Capsule	Cell Wall and Capsule - no subcategory	Peptidoglycan Biosynthesis	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)	fig|1351.508.peg.2518
