Category	Subcategory	Subsystem	Role	Features
Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	2-iminoacetate synthase (ThiH) (EC 4.1.99.19)	fig|1496.1.peg.1666, fig|1496.1.peg.3171
Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	fig|1496.1.peg.188
Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Hydroxymethylpyrimidine ABC transporter, transmembrane component	fig|1496.1.peg.2818, fig|1496.1.peg.2897
Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Putative cysteine desulfurase, associated with tRNA 4-thiouridine synthase	fig|1496.1.peg.1895
Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	fig|1496.1.peg.1665, fig|1496.1.peg.3316
Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Sulfur carrier protein ThiS	fig|1496.1.peg.1669
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)	fig|1496.1.peg.1083, fig|1496.1.peg.2271
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Cobalt-precorrin-6y C5-methyltransferase (EC 2.1.1.-)	fig|1496.1.peg.1079
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Additional substrate-specific component CbiN of cobalt ECF transporter	fig|1496.1.peg.1331
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Cobalt-precorrin-8x methylmutase (EC 5.4.1.2)	fig|1496.1.peg.1081
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Cobalt-precorrin-2 C20-methyltransferase (EC 2.1.1.130)	fig|1496.1.peg.1073
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Cobyric acid synthase (EC 6.3.5.10)	fig|1496.1.peg.1086
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	ATPase component CbiO of energizing module of cobalt ECF transporter	fig|1496.1.peg.1329
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Cobalamin biosynthesis protein CbiG	fig|1496.1.peg.1076
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Cobalt-precorrin-6y C15-methyltransferase [decarboxylating] (EC 2.1.1.-)	fig|1496.1.peg.1078
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Vitamin B12 ABC transporter, ATPase component BtuD	fig|1496.1.peg.617
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Threonine kinase in B12 biosynthesis	fig|1496.1.peg.1082
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	fig|1496.1.peg.1071
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3)	fig|1496.1.peg.1073
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Transmembrane component CbiQ of energizing module of cobalt ECF transporter	fig|1496.1.peg.1330
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Vitamin B12 ABC transporter, B12-binding component BtuF	fig|1496.1.peg.619
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Cobalamine-related hypothetical metal-binding protein CrdX	fig|1496.1.peg.1860
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Cobalt-precorrin-6x reductase (EC 1.3.1.54)	fig|1496.1.peg.1074
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)	fig|1496.1.peg.1089
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Cobalamin synthase	fig|1496.1.peg.1088
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Vitamin B12 ABC transporter, permease component BtuC	fig|1496.1.peg.618
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Cobalt-precorrin-3b C17-methyltransferase	fig|1496.1.peg.1075
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Cobalt-precorrin-4 C11-methyltransferase (EC 2.1.1.133)	fig|1496.1.peg.1077
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	fig|1496.1.peg.1090
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Adenosylcobinamide-phosphate synthase (EC 6.3.1.10)	fig|1496.1.peg.1084
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Substrate-specific component CbiM of cobalt ECF transporter	fig|1496.1.peg.1332
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)	fig|1496.1.peg.1087
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Cobalt-precorrin-6 synthase, anaerobic	fig|1496.1.peg.1080
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	B12 Biosynthesis (Tavares copy1)	Cobyrinic acid A,C-diamide synthase	fig|1496.1.peg.1085
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Cobalt-precorrin-6x reductase (EC 1.3.1.54)	fig|1496.1.peg.1074
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)	fig|1496.1.peg.1083, fig|1496.1.peg.2271
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)	fig|1496.1.peg.1089
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Cobalt-precorrin-8x methylmutase (EC 5.4.1.2)	fig|1496.1.peg.1081
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Cobalamin synthase	fig|1496.1.peg.1088
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Cobalt-precorrin-2 C20-methyltransferase (EC 2.1.1.130)	fig|1496.1.peg.1073
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Cobyric acid synthase (EC 6.3.5.10)	fig|1496.1.peg.1086
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Cobalt-precorrin-4 C11-methyltransferase (EC 2.1.1.133)	fig|1496.1.peg.1077
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Cobalt-precorrin-3b C17-methyltransferase	fig|1496.1.peg.1075
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Cobalamin biosynthesis protein CbiG	fig|1496.1.peg.1076
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	fig|1496.1.peg.1090
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Adenosylcobinamide-phosphate synthase (EC 6.3.1.10)	fig|1496.1.peg.1084
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)	fig|1496.1.peg.1087
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Cobalt-precorrin-6 synthase, anaerobic	fig|1496.1.peg.1080
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Threonine kinase in B12 biosynthesis	fig|1496.1.peg.1082
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3)	fig|1496.1.peg.1073
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin synthesis	Cobyrinic acid A,C-diamide synthase	fig|1496.1.peg.1085
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	CPO analysis	Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent	fig|1496.1.peg.2324
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	CPO analysis	FIG000605: protein co-occurring with transport systems (COG1739)	fig|1496.1.peg.1856
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	CPO analysis	Uroporphyrinogen-III synthase (EC 4.2.1.75)	fig|1496.1.peg.1071
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	CPO analysis	Porphobilinogen deaminase (EC 2.5.1.61)	fig|1496.1.peg.1072
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	CPO analysis	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	fig|1496.1.peg.1071
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	CPO analysis	Porphobilinogen synthase (EC 4.2.1.24)	fig|1496.1.peg.1070
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)	fig|1496.1.peg.1083, fig|1496.1.peg.2271
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Cobalt-precorrin-6y C5-methyltransferase (EC 2.1.1.-)	fig|1496.1.peg.1079
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Additional substrate-specific component CbiN of cobalt ECF transporter	fig|1496.1.peg.1331
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Cobalt-precorrin-2 C20-methyltransferase (EC 2.1.1.130)	fig|1496.1.peg.1073
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Cobyric acid synthase (EC 6.3.5.10)	fig|1496.1.peg.1086
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	ATPase component CbiO of energizing module of cobalt ECF transporter	fig|1496.1.peg.1329
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Cobalamin biosynthesis protein CbiG	fig|1496.1.peg.1076
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	tRNA epoxyqueuosine(34) reductase (EC 1.17.99.6)	fig|1496.1.peg.1591
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Cobalt-precorrin-6y C15-methyltransferase [decarboxylating] (EC 2.1.1.-)	fig|1496.1.peg.1078
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Vitamin B12 ABC transporter, ATPase component BtuD	fig|1496.1.peg.617
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Threonine kinase in B12 biosynthesis	fig|1496.1.peg.1082
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	fig|1496.1.peg.1071
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3)	fig|1496.1.peg.1073
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Transmembrane component CbiQ of energizing module of cobalt ECF transporter	fig|1496.1.peg.1330
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Vitamin B12 ABC transporter, B12-binding component BtuF	fig|1496.1.peg.619
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Cobalamine-related hypothetical metal-binding protein CrdX	fig|1496.1.peg.1860
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)	fig|1496.1.peg.1089
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Vitamin B12 ABC transporter, permease component BtuC	fig|1496.1.peg.618
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Cobalt-precorrin-3b C17-methyltransferase	fig|1496.1.peg.1075
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Cobalt-precorrin-4 C11-methyltransferase (EC 2.1.1.133)	fig|1496.1.peg.1077
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	fig|1496.1.peg.1090
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Adenosylcobinamide-phosphate synthase (EC 6.3.1.10)	fig|1496.1.peg.1084
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Substrate-specific component CbiM of cobalt ECF transporter	fig|1496.1.peg.1332
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)	fig|1496.1.peg.1087
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Cobalt-precorrin-6 synthase, anaerobic	fig|1496.1.peg.1080
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme B12 biosynthesis	Cobyrinic acid A,C-diamide synthase	fig|1496.1.peg.1085
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	riboflavin to FAD	FMN adenylyltransferase (EC 2.7.7.2)	fig|1496.1.peg.3417
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	riboflavin to FAD	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	fig|1496.1.peg.1673
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	riboflavin to FAD	Riboflavin kinase (EC 2.7.1.26)	fig|1496.1.peg.3417
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	riboflavin to FAD	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	fig|1496.1.peg.1674
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Flavodoxin	Flavodoxin	fig|1496.1.peg.1837, fig|1496.1.peg.2787, fig|1496.1.peg.428
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	FMN adenylyltransferase (EC 2.7.7.2)	fig|1496.1.peg.3417
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	FIG000859: hypothetical protein YebC	fig|1496.1.peg.1148, fig|1496.1.peg.1852
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	N-terminal domain of CinA protein, COG1058	fig|1496.1.peg.3527
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	fig|1496.1.peg.1672
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	fig|1496.1.peg.8
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	fig|1496.1.peg.1673
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	fig|1496.1.peg.1674
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)	fig|1496.1.peg.1675
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	C-terminal domain of CinA type S	fig|1496.1.peg.3527
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps	fig|1496.1.peg.1001, fig|1496.1.peg.1176, fig|1496.1.peg.1220, fig|1496.1.peg.2029, fig|1496.1.peg.2744, fig|1496.1.peg.2782, fig|1496.1.peg.3378, fig|1496.1.peg.3536, fig|1496.1.peg.3894, fig|1496.1.peg.478, fig|1496.1.peg.490, fig|1496.1.peg.837
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	Substrate-specific component RibU of riboflavin ECF transporter	fig|1496.1.peg.1519
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	GTP cyclohydrolase II (EC 3.5.4.25)	fig|1496.1.peg.1674
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	Riboflavin kinase (EC 2.7.1.26)	fig|1496.1.peg.3417
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	tRNA pseudouridine synthase B (EC 4.2.1.70)	fig|1496.1.peg.3418
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	fig|1496.1.peg.1672
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism Extended	Pseudouridine-5' phosphatase (EC 3.1.3.-)	fig|1496.1.peg.461
Cofactors, Vitamins, Prosthetic Groups, Pigments	Fe-S clusters	Fe-S cluster assembly	tRNA S(4)U 4-thiouridine synthase (former ThiI)	fig|1496.1.peg.1894
Cofactors, Vitamins, Prosthetic Groups, Pigments	Fe-S clusters	Fe-S cluster assembly	Iron-sulfur cluster assembly scaffold protein IscU/NifU-like	fig|1496.1.peg.9
Cofactors, Vitamins, Prosthetic Groups, Pigments	Fe-S clusters	Fe-S cluster assembly	CsdL (EC-YgdL) protein of the HesA/MoeB/ThiF family, part of the CsdA-E-L sulfur transfer pathway	fig|1496.1.peg.65
Cofactors, Vitamins, Prosthetic Groups, Pigments	Fe-S clusters	Fe-S cluster assembly	Iron-sulfur cluster regulator IscR	fig|1496.1.peg.11
Cofactors, Vitamins, Prosthetic Groups, Pigments	Fe-S clusters	Fe-S cluster assembly	Iron-sulfur cluster assembly ATPase protein SufC	fig|1496.1.peg.3753
Cofactors, Vitamins, Prosthetic Groups, Pigments	Fe-S clusters	Fe-S cluster assembly	Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)	fig|1496.1.peg.3384
Cofactors, Vitamins, Prosthetic Groups, Pigments	Fe-S clusters	Fe-S cluster assembly	Cysteine desulfurase (EC 2.8.1.7)	fig|1496.1.peg.10, fig|1496.1.peg.3688, fig|1496.1.peg.651
Cofactors, Vitamins, Prosthetic Groups, Pigments	Fe-S clusters	Fe-S cluster assembly	Iron-sulfur cluster assembly protein SufB	fig|1496.1.peg.3754
Cofactors, Vitamins, Prosthetic Groups, Pigments	Fe-S clusters	Fe-S cluster assembly	Putative cysteine desulfurase, associated with tRNA 4-thiouridine synthase	fig|1496.1.peg.1895
Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	fig|1496.1.peg.3883, fig|1496.1.peg.945
Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis	Pyridoxal kinase (EC 2.7.1.35)	fig|1496.1.peg.3464
Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	fig|1496.1.peg.3041, fig|1496.1.peg.801
Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	fig|1496.1.peg.188
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Quinolinate synthetase (EC 2.5.1.72)	fig|1496.1.peg.2476
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Predicted N-ribosylNicotinamide CRP-like regulator	fig|1496.1.peg.2641
